Jovair Arantes	PSDB	GO	504	IV	318-5504	318-2504	dep.jovairarantes@camara.gov.br
Júlio Delgado	PMDB	MG	841	IV	318-5841	318-2841	dep.juliodelgado@camara.gov.br
Júlio Redecker	PPB	RS	621	IV	318-5621	318-2621	dep.julioredecker@camara.gov.br
Julio Semeghini	PSDB	SP	242	IV	318-5242	318-2242	dep.juliosemeghini@camara.gov.br	http://www.juliosemeghini.com.br
Juquinha	PSDB	GO	335	IV	318-5335	318-2335	dep.juquinha@camara.gov.br
Jurandil Juarez	PMDB	AP	383	III	318-5383	318-2383	dep.jurandiljuarez@camara.gov.br
Jutahy Junior	PSDB	BA	407	IV	318-5407	318-2407	dep.jutahyjunior@camara.gov.br	http://www.camara.gov.br/JutahyJunior
Kátia Abreu	PFL	TO	309	IV	318-5309	318-2309	dep.katiaabreu@camara.gov.br
Lael Varella	PFL	MG	721	IV	318-5721	318-2721	dep.laelvarella@camara.gov.br
Laire Rosado	PMDB	RN	650	IV	318-5650	318-2650	dep.lairerosado@camara.gov.br
Lamartine Posella	PMDB	SP	848	IV	318-5848	318-2848	dep.lamartineposella@camara.gov.br	http://www.camara.gov.br/lamartineposella
Laura Carneiro	PFL	RJ	516	IV	318-5516	318-2516	dep.lauracarneiro@camara.gov.br	http://www.camara.gov.br/lauracarneiro
Lavoisier Maia	PFL	RN	306	IV	318-5306	318-2306	dep.lavoisiermaia@camara.gov.br
Léo Alcântara	PSDB	CE	726	IV	318-5726	318-2726	dep.leoalcantara@camara.gov.br	http://www.camara.gov.br/leoalcantara
Leur Lomanto	PFL	BA	927	IV	318-5927	318-2927	dep.leurlomanto@camara.gov.br
Lidia Quinan	PSDB	GO	223	IV	318-5223	318-2223	dep.lidiaquinan@camara.gov.br
Lincoln Portela	PSL	MG	615	IV	318-5615	318-2615	dep.lincolnportela@camara.gov.br	http://www.lincolnportela.com.br
Lino Rossi	PSDB	MT	524	IV	318-5524	318-2524	dep.linorossi@camara.gov.br
Luci Choinacki	PT	SC	282	III	318-5282	318-2282	dep.lucichoinacki@camara.gov.br	http://www.camara.gov.br/luci
Lúcia Vânia	PSDB	GO	440	IV	318-5440	318-2440	dep.luciavania@camara.gov.br
Luciano Bivar	PSL	PE	717	IV	318-5717	318-2717	dep.lucianobivar@camara.gov.br
Luciano Castro	PFL	RR	401	IV	318-5401	318-2401	dep.lucianocastro@camara.gov.br
Luciano Pizzatto	PFL	PR	541	IV	318-5541	318-2541	dep.lucianopizzatto@camara.gov.br
Luis Barbosa	PFL	RR	340	IV	318-5340	318-2340	dep.luisbarbosa@camara.gov.br
Luis Carlos Heinze	PPB	RS	526	IV	318-5526	318-2526	dep.lcheinze@camara.gov.br
Luisinho	PST	RJ	517	IV	318-5517	318-2517	dep.luiseduardo@camara.gov.br
Luiz Antonio Fleury	PTB	SP	945	IV	318-5945	318-2945	dep.luizantoniofleury@camara.gov.br	http://www.fleuryfilho.com.br
Luiz Bittencourt	PMDB	GO	844	IV	318-5844	318-2844	dep.luizbittencourt@camara.gov.br
Luiz Carlos Hauly	PSDB	PR	701	IV	318-5701	318-2701	dep.luizcarloshauly@camara.gov.br	http://www.londrinet.com.br/hauly
Luiz Dantas	PST	AL	416	IV	318-5416	318-2416	dep.luizdantas@camara.gov.br
Luiz Fernando	PPB	AM	943	IV	318-5943	318-2943	dep.luizfernando@camara.gov.br
Luiz Mainardi	PT	RS	369	III	318-5369	318-2369	dep.luizmainardi@camara.gov.br
Luiz Moreira	PFL	BA	729	IV	318-5729	318-2729	dep.luizmoreira@camara.gov.br
Luiz Piauhylino	PSDB	PE	224	IV	318-5224	318-2224	dep.luizpiauhylino@camara.gov.br	http://www.camara.gov.br/LuizPiauhylino
Luiz Ribeiro	PSDB	RJ	583	III	318-5583	318-2583	dep.luizribeiro@camara.gov.br
Luiz Sérgio	PT	RJ	265	III	318-5265	318-2265	dep.luizsergio@camara.gov.br	http://www.camara.gov.br/LuizSergio
Luiza Erundina	PSB	SP	620	IV	318-5620	318-2620	dep.luizaerundina@camara.gov.br	http://www.deputadaluizaerundina.com.br
Magno Malta	PTB	ES	341	IV	318-5341	318-2341	dep.magnomalta@camara.gov.br
Maluly Netto	PFL	SP	368	III	318-5368	318-2368	dep.malulynetto@camara.gov.br
Manoel Salviano	PSDB	CE	923	IV	318-5923	318-2923	dep.manoelsalviano@camara.gov.br
Manoel Vitório	PT	MS	576	III	318-5576	318-2576	não disponível no momento.
Marçal Filho	PMDB	MS	646	IV	318-5646	318-2646	dep.marcalfilho@camara.gov.br
Marcelo Barbieri	PMDB	SP	910	IV	318-5910	318-2910	dep.marcelobarbieri@camara.gov.br	http://www.camara.gov.br/MarceloBarbieri
Marcelo Déda	PT	SE	625	IV	318-5625	318-2625	dep.marcelodeda@camara.gov.br
Marcelo Teixeira	PMDB	CE	210	IV	318-5210	318-2210	não disponível no momento.
Márcio Bittar	PPS	AC	343	IV	318-5343	318-2343	dep.marciobittar@camara.gov.br
Marcio Fortes	PSDB	RJ	246	IV	318-5246	318-2246	dep.marciofortes@camara.gov.br	http://www.marciofortes.com.br
Márcio Matos	S.PART.	PR	577	III	318-5577	318-2577	dep.marciomatos@camara.gov.br
Márcio Reinaldo Moreira	PPB	MG	819	IV	318-5819	318-2819	dep.marcioreinaldo@camara.gov.br
Marcondes Gadelha	PFL	PB	901	IV	318-5901	318-2901	dep.marcondesgadelha@camara.gov.br
Marcos Afonso	PT	AC	366	III	318-5366	318-2366	dep.marcosafonso1313@camara.gov.br	http://www.camara.gov.br/marcosafonso1313
Marcos Cintra	PL	SP	720	IV	318-5720	318-2720	dep.marcoscintra@camara.gov.br	http://www.marcoscintra.org
Marcos de Jesus	PSDB	PE	745	IV	318-5745	318-2745	dep.marcosdejesus@camara.gov.br
Marcos Lima	PMDB	MG	220	IV	318-5220	318-2220	dep.marcoslima@camara.gov.br
Marcos Rolim	PT	RS	277	III	318-5277	318-2277	dep.marcosrolim@camara.gov.br	http://www.rolim.com.br
Marcus Vicente	PSDB	ES	362	IV	318-5362	318-2362	dep.marcusvicente@camara.gov.br	http://www.aranet.com.br/marcusvicente/
Maria Abadia	PSDB	DF	562	IV	318-5562	318-2562	dep.mariaabadia@camara.gov.br
Maria do Carmo Lara	PT	MG	373	III	318-5373	318-2373	dep.mariadocarmolara@camara.gov.br
Maria Elvira	PMDB	MG	350	IV	318-5350	318-2350	dep.mariaelvira@camara.gov.br
Marinha Raupp	PSDB	RO	614	IV	318-5614	318-2614	dep.marinharaupp@camara.gov.br
Mário Assad Júnior	PFL	MG	243	IV	318-5243	318-2243	dep.marioassadjunior@camara.gov.br
Mário de Oliveira	PMDB	MG	381	III	318-5381	318-2381	dep.mariodeoliveira@camara.gov.br
Mário Negromonte	PSDB	BA	345	IV	318-5345	318-2345	dep.marionegromonte@camara.gov.br
Marisa Serrano	PSDB	MS	237	IV	318-5237	318-2237	dep.marisaserrano@camara.gov.br
Mattos Nascimento	PST	RJ	315	IV	318-5315	318-2315	dep.mattosnascimento@camara.gov.br
Mauro Benevides	PMDB	CE	737	IV	318-5737	318-2737	dep.maurobenevides@camara.gov.br
Mauro Fecury	PFL	MA	935	IV	318-5935	318-2935	dep.maurofecury@camara.gov.br
Max Mauro	PTB	ES	476	III	318-5476	318-2476	dep.maxmauro@camara.gov.br
Max Rosenmann	PSDB	PR	758	IV	318-5758	318-2758	dep.maxrosenmann@camara.gov.br
Medeiros	PFL	SP	946	IV	318-5946	318-2946	dep.medeiros@camara.gov.br
Mendes Ribeiro Filho	PMDB	RS	212	IV	318-5212	318-2212	dep.mendesribeirofilho@camara.gov.br
Michel Temer	PMDB	SP	14	II	318-5964	318-2964	dep.micheltemer@camara.gov.br	http://www.conecte.com.br/michel.temer
Milton Monti	PMDB	SP	328	IV	318-5328	318-2328	dep.miltonmonti@camara.gov.br
Milton Temer	PT	RJ	232	IV	318-5232	318-2232	dep.miltontemer@camara.gov.br
Miriam Reid	PDT	RJ	950	IV	318-5950	318-2950	dep.miriamreid@camara.gov.br	http://www.camara.gov.br/miriamreid
Miro Teixeira	PDT	RJ	272	III	318-5272	318-2272	dep.miroteixeira@camara.gov.br
Moacir Micheletto	PMDB	PR	481	III	318-5481	318-2481	dep.moacirmicheletto@camara.gov.br
Moreira Ferreira	PFL	SP	858	IV	318-5858	318-2858	dep.moreiraferreira@camara.gov.br
Moroni Torgan	PFL	CE	445	IV	318-5445	318-2445	dep.moronitorgan@camara.gov.br
Múcio Sá	PMDB	RN	535	IV	318-5535	318-2535	dep.muciosa@camara.gov.br
Murilo Domingos	PTB	MT	722	IV	318-5722	318-2722	dep.murilodomingos@camara.gov.br
Mussa Demes	PFL	PI	712	IV	318-5712	318-2712	dep.mussademes@camara.gov.br
Nair Xavier Lobo	PMDB	GO	941	IV	318-5941	318-2941	dep.nairxavierlobo@camara.gov.br
Narcio Rodrigues	PSDB	MG	431	IV	318-5431	318-2431	dep.narciorodrigues@camara.gov.br	http://www.tba.com.br/pages/narcio/
Neiva Moreira	PDT	MA	826	IV	318-5826	318-2826	dep.neivamoreira@camara.gov.br
Nelo Rodolfo	PMDB	SP	660	IV	318-5660	318-2660	dep.nelorodolfo@camara.gov.br
Nelson Marchezan	PSDB	RS	13	II	318-5963	318-2963	dep.nelsonmarchezan@camara.gov.br
Nelson Marquezelli	PTB	SP	920	IV	318-5920	318-2920	dep.nelsonmarquezelli@camara.gov.br
Nelson Meurer	PPB	PR	916	IV	318-5916	318-2916	dep.nelsonmeurer@camara.gov.br
Nelson Otoch	PSDB	CE	536	IV	318-5536	318-2536	dep.nelsonotoch@camara.gov.br
Nelson Pellegrino	PT	BA	671	III	318-5671	318-2671	dep.nelsonpellegrino@camara.gov.br
Nelson Proença	PMDB	RS	804	IV	318-5804	318-2804	dep.nelsonproenca@camara.gov.br
Nelson Trad	PTB	MS	452	IV	318-5452	318-2452	dep.nelsontrad@camara.gov.br
Neuton Lima	PFL	SP	509	IV	318-5509	318-2509	dep.neutonlima@camara.gov.br	http://www.camara.gov.br/neutonlima
Ney Lopes	PFL	RN	326	IV	318-5326	318-2326	dep.neylopes@camara.gov.br	http://www.neylopes.com.br
Nice Lobão	PFL	MA	215	IV	318-5215	318-2215	dep.nicelobao@camara.gov.br
Nicias Ribeiro	PSDB	PA	278	III	318-5278	318-2278	dep.niciasribeiro@camara.gov.br
Nilmário Miranda	PT	MG	275	III	318-5275	318-2275	dep.nilmariomiranda@camara.gov.br
Nilo Coelho	PSDB	BA	336	IV	318-5336	318-2336	dep.nilocoelho@camara.gov.br
Nilson Mourão	PT	AC	376	III	318-5376	318-2376	dep.nilsonmourao@camara.gov.br
Nilson Pinto	PSDB	PA	527	IV	318-5527	318-2527	dep.nilsonpinto@camara.gov.br	http://www.nilson.pinto.nom.br
Nilton Baiano	PPB	ES	618	IV	318-5618	318-2618	dep.niltonbaiano@camara.gov.br
Nilton Capixaba	PTB	RO	318	IV	318-5318	318-2318	dep.niltoncapixaba@camara.gov.br	http://www.camara.gov.br/niltoncapixaba
Norberto Teixeira	PMDB	GO	645	IV	318-5645	318-2645	dep.norbertoteixeira@camara.gov.br
Odelmo Leão	PPB	MG	545	IV	318-5545	318-2545	dep.odelmoleao@camara.gov.br	http://www.triang.com.br/odelmo/
Odílio Balbinotti	PSDB	PR	604	IV	318-5604	318-2604	dep.odiliobalbinotti@camara.gov.br
Olavo Calheiros	PMDB	AL	907	IV	318-5907	318-2907	dep.olavocalheiros@camara.gov.br
Olimpio Pires	PDT	MG	384	III	318-5384	318-2384	dep.olimpiopires@camara.gov.br
Oliveira Filho	PSDB	PR	635	IV	318-5635	318-2635	dep.oliveirafilho@camara.gov.br
Oscar Andrade	PFL	RO	337	IV	318-5337	318-2337	dep.oscarandrade@camara.gov.br
Osmânio Pereira	PSDB	MG	602	IV	318-5602	318-2602	dep.osmaniopereira@camara.gov.br
Osmar Serraglio	PMDB	PR	845	IV	318-5845	318-2845	dep.osmarserraglio@camara.gov.br
Osvaldo Biolchi	PMDB	RS	925	IV	318-5925	318-2925	dep.osvaldobiolchi@camara.gov.br	http://www.biolchi.com.br
Osvaldo Coelho	PFL	PE	444	IV	318-5444	318-2444	dep.osvaldocoelho@camara.gov.br	http://www.camara.gov.br/OsvaldoCoelho
Osvaldo Reis	PMDB	TO	835	IV	318-5835	318-2835	dep.osvaldoreis@camara.gov.br	http://www.camara.gov.br/osvaldoreis
Padre Roque	PT	PR	568	III	318-5568	318-2568	dep.padreroque@camara.gov.br	http://www.camara.gov.br/PadreRoque
Paes Landim	PFL	PI	560	IV	318-5560	318-2560	dep.paeslandim@camara.gov.br
Pastor Amarildo	PPB	TO	218	IV	318-5218	318-2218	dep.pastoramarildo@camara.gov.br
Pastor Valdeci Paiva	PSL	RJ	508	IV	318-5508	318-2508	dep.pastorvaldecipaiva@camara.gov.br	http://www.camara.gov.br/pastorvaldecipaiva
Pauderney Avelino	PFL	AM	260	IV	318-5260	318-2260	dep.pauderneyavelino@camara.gov.br	http://www.avelino.eng.br
Paulo Baltazar	PSB	RJ	370	III	318-5370	318-2370	dep.paulobaltazar@camara.gov.br	http://www.rsimprensa.com.br/baltazar
Paulo Braga	PFL	BA	913	IV	318-5913	318-2913	dep.paulobraga@camara.gov.br
Paulo Delgado	PT	MG	268	III	318-5268	318-2268	dep.paulodelgado@camara.gov.br
Paulo Feijó	PSDB	RJ	346	IV	318-5346	318-2346	dep.paulofeijo@camara.gov.br
Paulo Gouvêa	PFL	SC	755	IV	3185755	3182755	dep.paulogouvea@camara.gov.br
Paulo José Gouvêa	PL	RS	641	IV	318-5641	318-2641	dep.paulojosegouvea@camara.gov.br
Paulo Kobayashi	PSDB	SP	433	IV	318-5433	318-2433	dep.paulokobayashi@camara.gov.br
Paulo Lima	PMDB	SP	507	IV	318-5507	318-2507	dep.paulolima@camara.gov.br
Paulo Magalhães	PFL	BA	903	IV	318-5903	318-2903	dep.paulomagalhaes@camara.gov.br
Paulo Marinho	PFL	MA	921	IV	318-5921	318-2921	dep.paulomarinho@camara.gov.br	http://www.camara.gov.br/paulomarinho
Paulo Mourão	PSDB	TO	311	IV	318-5311	318-2311	dep.paulomourao@camara.gov.br	http://www.camara.gov.br/paulomourao
Paulo Octávio	PFL	DF	446	IV	318-5446	318-2446	dep.paulooctavio@camara.gov.br
Paulo Paim	PT	RS	471	III	318-5471	318-2471	dep.paulopaim@camara.gov.br	http://www.camara.gov.br/paulopaim
Paulo Rocha	PT	PA	483	III	318-5483	318-2483	dep.paulorocha@camara.gov.br
Pedro Canedo	PSDB	GO	611	IV	318-5611	318-2611	dep.pedrocanedo@camara.gov.br
Pedro Celso	PT	DF	572	III	318-5572	318-2572	dep.pedrocelso@camara.gov.br
Pedro Chaves	PMDB	GO	406	IV	318-5406	318-2406	dep.pedrochaves@camara.gov.br
Pedro Corrêa	PPB	PE	415	IV	318-5415	318-2415	dep.pedrocorrea@camara.gov.br
Pedro Eugênio	PPS	PE	914	IV	318-5914	318-2914	dep.pedroeugenio@camara.gov.br	http://www.pedroeugenio.org.br
Pedro Fernandes	PFL	MA	814	IV	318-5814	318-2814	dep.pedrofernandes@camara.gov.br
Pedro Henry	PSDB	MT	829	IV	318-5829	318-2829	dep.pedrohenry@camara.gov.br
Pedro Irujo	PFL	BA	818	IV	318-5818	318-2818	dep.pedroirujo@camara.gov.br
Pedro Novais	PMDB	MA	813	IV	318-5813	318-2813	dep.pedronovais@camara.gov.br
Pedro Pedrossian	PFL	MS	704	IV	318-5704	318-2704	dep.pedropedrossian@camara.gov.br
Pedro Valadares	PSB	SE	338	IV	318-5338	318-2338	dep.pedrovaladares@camara.gov.br
Pedro Wilson	PT	GO	475	III	318-5475	318-2475	dep.pedrowilson@camara.gov.br
Philemon Rodrigues	PL	MG	226	IV	318-5226	318-2226	dep.philemonrodrigues@camara.gov.br
Pinheiro Landim	PMDB	CE	636	IV	318-5636	318-2636	dep.pinheirolandim@camara.gov.br
Pompeo de Mattos	PDT	RS	810	IV	318-5810	318-2810	dep.pompeodemattos@camara.gov.br
Professor Luizinho	PT	SP	404	IV	318-5404	318-2404	dep.professorluizinho@camara.gov.br	http://www.professorluizinho.org.br
Rafael Guerra	PSDB	MG	239	IV	318-5239	318-2239	dep.rafaelguerra@camara.gov.br
Raimundo Colombo	PFL	SC	254	IV	318-5254	318-2254	dep.raimundocolombo@camara.gov.br
Raimundo Gomes de Matos	PSDB	CE	725	IV	318-5725	318-2725	dep.raimundomatos@camara.gov.br
Raimundo Santos	PFL	PA	809	IV	318-5809	318-2809	dep.raimundosantos@camara.gov.br
Reginaldo Germano	PFL	BA	310	IV	318-5310	318-2310	dep.reginaldogermano@camara.gov.br
Regis Cavalcante	PPS	AL	724	IV	318-5724	318-2724	dep.regiscavalcante@camara.gov.br	http://www.camara.gov.br/regiscavalcante
Remi Trinta	PST	MA	543	IV	318-5543	318-2543	dep.remitrinta@camara.gov.br
Renato Vianna	PMDB	SC	209	IV	318-5209	318-2209	dep.renatovianna@camara.gov.br
Renildo Leal	PTB	PA	629	IV	318-5629	318-2629	dep.renildoleal@camara.gov.br
Ricardo Barros	PPB	PR	412	IV	318-5412	318-2412	dep.ricardobarros@camara.gov.br
Ricardo Berzoini	PT	SP	267	III	318-5267	318-2267	dep.ricardoberzoini@camara.gov.br	http://www.berzoini.org
Ricardo Ferraço	PSDB	ES	962	IV	318-5962	318-2962	dep.ricardoferraco@camara.gov.br
Ricardo Fiuza	PFL	PE	918	IV	318-5918	318-2918	dep.ricardofiuza@camara.gov.br
Ricardo Izar	PMDB	SP	623	IV	318-5623	318-2623	dep.ricardoizar@camara.gov.br
Ricardo Rique	PSDB	PB	702	IV	318-5702	318-2702	dep.ricardorique@camara.gov.br
Ricarte de Freitas	PSDB	MT	822	IV	318-5822	318-2822	dep.ricartedefreitas@camara.gov.br
Rita Camata	PMDB	ES	905	IV	318-5905	318-2905	dep.ritacamata@camara.gov.br	http://www.camara.gov.br/ritacamata
Robério Araújo	PL	RR	581	III	318-5581	318-2581	dep.roberioaraujo@camara.gov.br
Roberto Argenta	PHS	RS	367	III	318-5367	318-2367	dep.robertoargenta@camara.gov.br
Roberto Balestra	PPB	GO	219	IV	318-5219	318-2219	dep.robertobalestra@camara.gov.br
Roberto Brant	PFL	MG	450	IV	318-5450	318-2450	dep.robertobrant@camara.gov.br
Roberto Jefferson	PTB	RJ	208	IV	318-5208	318-2208	dep.robertojefferson@camara.gov.br
Roberto Pessoa	PFL	CE	607	IV	318-5607	318-2607	dep.robertopessoa@camara.gov.br	http://www.solar.com.br/~rpessoa
Roberto Rocha	PSDB	MA	529	IV	318-5529	318-2529	dep.robertorocha@camara.gov.br
Robson Tuma	PFL	SP	834	IV	318-5834	318-2834	dep.robsontuma@camara.gov.br
Rodrigo Maia	PTB	RJ	566	III	318-5566	318-2566	dep.rodrigomaia@camara.gov.br
Roland Lavigne	PFL	BA	550	IV	318-5550	318-2550	dep.rolandlavigne@camara.gov.br	http://www.rolandlavigne.com.br
Romel Anizio	PPB	MG	317	IV	318-5317	318-2317	dep.romelanizio@camara.gov.br
Romeu Queiroz	PSDB	MG	250	IV	318-5250	318-2250	dep.romeuqueiroz@camara.gov.br
Rommel Feijó	PSDB	CE	506	IV	318-5506	318-2506	dep.rommelfeijo@camara.gov.br
Ronaldo Caiado	PFL	GO	227	IV	318-5227	318-2227	dep.ronaldocaiado@camara.gov.br
Ronaldo Cezar Coelho	PSDB	RJ	279	III	318-5279	318-2279	dep.ronaldocezarcoelho@camara.gov.br
Ronaldo Vasconcellos	PFL	MG	473	III	318-5473	318-2473	dep.ronaldovasconcellos@camara.gov.br
Rubem Medina	PFL	RJ	610	IV	318-5610	318-2610	dep.rubemmedina@camara.gov.br
Rubens Bueno	PPS	PR	820	IV	318-5820	318-2820	dep.rubensbueno@camara.gov.br	http://www.rubensbueno.com.br/
Rubens Furlan	PPS	SP	836	IV	318-5836	318-2836	dep.rubensfurlan@camara.gov.br
Salatiel Carvalho	PMDB	PE	937	IV	318-5937	318-2937	dep.salatielcarvalho@camara.gov.br
Salomão Cruz	PPB	RR	739	IV	318-5739	318-2739	dep.salomaocruz@camara.gov.br
Salvador Zimbaldi	PSDB	SP	538	IV	318-5538	318-2538	dep.salvadorzimbaldi@camara.gov.br
Sampaio Dória	PSDB	SP	546	IV	318-5546	318-2546	dep.sampaiodoria@camara.gov.br	http://www.sampaiodoria.com
Santos Filho	PFL	PR	522	IV	318-5522	318-2522	dep.santosfilho@camara.gov.br
Saraiva Felipe	PMDB	MG	429	IV	318-5429	318-2429	dep.saraivafelipe@camara.gov.br
Saulo Pedrosa	PSDB	BA	308	IV	318-5308	318-2308	dep.saulopedrosa@camara.gov.br	http://www.camara.gov.br/saulopedrosa
Sebastião Madeira	PSDB	MA	405	IV	318-5405	318-2405	dep.sebastiaomadeira@camara.gov.br
Serafim Venzon	PDT	SC	711	IV	318-5711	318-2711	dep.serafimvenzon@camara.gov.br
Sérgio Barcellos	PFL	AP	301	IV	318-5301	318-2301	dep.sergiobarcellos@camara.gov.br
Sérgio Barros	PSDB	AC	801	IV	318-5801	318-2801	dep.sergiobarros@camara.gov.br
Sérgio Carvalho	PSDB	RO	342	IV	318-5342	318-2342	dep.sergiocarvalho@camara.gov.br
Sérgio Guerra	PSDB	PE	426	IV	318-5426	318-2426	dep.sergioguerra@camara.gov.br
Sérgio Miranda	PCdoB	MG	462	IV	318-5462	318-2462	dep.sergiomiranda@camara.gov.br
Sérgio Novais	PSB	CE	356	IV	318-5356	318-2356	dep.sergionovais@camara.gov.br
Sérgio Reis	PSDB	SE	958	IV	318-5958	318-2958	dep.sergioreis@camara.gov.br
Severino Cavalcanti	PPB	PE	707	IV	318-5707	318-2707	dep.severinocavalcanti@camara.gov.br	http://www.camara.gov.br/severinocavalcanti
Silas Brasileiro	PMDB	MG	932	IV	318-5932	318-2932	dep.silasbrasileiro@camara.gov.br
Silas Câmara	PTB	AM	532	IV	318-5532	318-2532	dep.silascamara@camara.gov.br
Silvio Torres	PSDB	SP	624	IV	318-5624	318-2624	dep.silviotorres@camara.gov.br
Simão Sessim	PPB	RJ	709	IV	318-5709	318-2709	dep.simaosessim@camara.gov.br
Synval Guazzelli	PMDB	RS	622	IV	318-5622	318-2622	dep.synvalguazzelli@camara.gov.br
Telma de Souza	PT	SP	467	III	318-5467	318-2467	dep.telmadesouza@camara.gov.br
Telmo Kirst	PPB	RS	424	IV	318-5424	318-2424	dep.telmokirst@camara.gov.br
Teté Bezerra	PMDB	MT	802	IV	318-5802	318-2802	dep.tetebezerra@camara.gov.br
Themístocles Sampaio	PMDB	PI	403	IV	318-5403	318-2403	dep.themistoclessampaio@camara.gov.br
Tilden Santiago	PT	MG	911	IV	318-5911	318-2911	dep.tildensantiago@camara.gov.br
Ubiratan Aguiar	PSDB	CE	505	IV	318-5505	318-2505	dep.ubiratanaguiar@camara.gov.br	http://www.camara.gov.br/ubiratanaguiar
Ursicino Queiroz	PFL	BA	762	IV	318-5762	318-2762	dep.ursicinoqueiroz@camara.gov.br
Vadão Gomes	PPB	SP	750	IV	318-5750	318-2750	dep.vadaogomes@camara.gov.br
Valdeci Oliveira	PT	RS	372	III	318-5372	318-2372	dep.valdecioliveira@camara.gov.br	http://www.camara.gov.br/valdecioliveira
Valdemar Costa Neto	PL	SP	542	IV	318-5542	318-2542	dep.valdemarcostaneto@camara.gov.br	http://www.camara.gov.br/valdemarcostaneto/
Valdir Ganzer	PT	PA	933	IV	318-5933	318-2933	dep.valdirganzer@camara.gov.br
Vanessa Grazziotin	PCdoB	AM	735	IV	318-5735	318-2735	dep.vanessagrazziotin@camara.gov.br
Vic Pires Franco	PFL	PA	519	IV	318-5519	318-2519	dep.vicpiresfranco@camara.gov.br
Vicente Arruda	PSDB	CE	603	IV	318-5603	318-2603	dep.vicentearruda@camara.gov.br
Vicente Caropreso	PSDB	SC	662	IV	318-5662	318-2662	dep.vicentecaropreso@camara.gov.br
Vilmar Rocha	PFL	GO	644	IV	318-5644	318-2644	dep.vilmarrocha@camara.gov.br
Virgílio Guimarães	PT	MG	375	III	318-5375	318-2375	dep.virgilioguimaraes@camara.gov.br
Vittorio Medioli	PSDB	MG	754	IV	318-5754	318-2754	dep.vittoriomedioli@camara.gov.br
Vivaldo Barbosa	PDT	RJ	578	III	318-5578	318-2578	dep.vivaldobarbosa@camara.gov.br
Wagner Salustiano	PPB	SP	548	IV	318-5548	318-2548	dep.wagnersalustiano@camara.gov.br
Waldemir Moka	PMDB	MS	448	IV	318-5448	318-2448	dep.waldemirmoka@camara.gov.br
Waldir Pires	PT	BA	437	IV	318-5437	318-2437	dep.waldirpires@camara.gov.br
Waldir Schmidt	PMDB	RS	744	IV	318-5744	318-2744	dep.waldirschmidt@camara.gov.br
Waldomiro Fioravante	PT	RS	380	III	318-5380	318-2380	dep.waldomirofioravante@camara.gov.br
Walfrido Mares Guia	PTB	MG	207	IV	318-5207	318-2207	dep.walfridomaresguia@camara.gov.br
Walter Pinheiro	PT	BA	274	III	318-5274	318-2274	dep.walterpinheiro@camara.gov.br	http://www.lognet.com.br/pinheiro/
Wanderley Martins	S.PART.	RJ	939	IV	318-5939	318-2939	dep.wanderleymartins@camara.gov.br
Welinton Fagundes	PSDB	MT	523	IV	318-5523	318-2523	dep.welintonfagundes@camara.gov.br
Wellington Dias	PT	PI	264	III	318-5264	318-2264	dep.wellingtondias@camara.gov.br	http://www.congressonacional.com.br/deputados/deputado/wellingtondias.htm
Werner Wanderer	PFL	PR	806	IV	318-5806	318-2806	dep.wernerwanderer@camara.gov.br	http://www.camara.gov.br/wernerwanderer
Wigberto Tartuce	PPB	DF	922	IV	318-5922	318-2922	dep.wigbertotartuce@camara.gov.br
Wilson Braga	PFL	PB	642	IV	318-5642	318-2642	dep.wilsonbraga@camara.gov.br
Wilson Santos	PMDB	MT	808	IV	318-5808	318-2808	dep.wilsonsantos@camara.gov.br	http://www.camara.gov.br/wilsonsantos
Xico Graziano	PSDB	SP	816	IV	318-5816	318-2816	dep.xicograziano@camara.gov.br
Yeda Crusius	PSDB	RS	956	IV	318-5956	318-2956	dep.yedacrusius@camara.gov.br	http://www.yedacrusius.com.br
Yvonilton Gonçalves	PPB	BA	741	IV	318-5741	318-2741	dep.yvoniltongoncalves@camara.gov.br
Zaire Rezende	PMDB	MG	409	IV	318-5409	318-2409	dep.zairerezende@camara.gov.br
Zé Gomes da Rocha	PMDB	GO	748	IV	318-5748	318-2748	dep.zegomesdarocha@camara.gov.br	http://www.camara.gov.br/zegomesdarocha
Zenaldo Coutinho	PSDB	PA	286	III	318-5286	318-2286	dep.zenaldocoutinho@camara.gov.br
Zezé Perrella	PFL	MG	214	IV	318-5214	318-2214	dep.zezeperrella@camara.gov.br	http://www.zezeperrella.com.br
Zila Bezerra	PFL	AC	510	IV	318-5510	318-2510	dep.zilabezerra@camara.gov.br
Zulaiê Cobra	PSDB	SP	411	IV	318-5411	318-2411	dep.zulaiecobra@camara.gov.br
